experiment_id,suite,task_id,task_display_name,category,category_display_name,run_id,method_id,method_display_name,display_name,family,implementation_kind,adaptations_json,source_url,source_commit,requested_method_config_json,method_config_json,package_commit,normalization_reference_id,phase,required_seeds_json,requested_runs,attempted_runs,successful_runs,failed_runs,missing_runs,complete_seed_set,rank_eligible,environment_variants,mixed_environment,candidate_budget,raw_max_utility_n,raw_max_utility_mean,raw_max_utility_std,raw_max_utility_se,raw_median_utility_n,raw_median_utility_mean,raw_median_utility_std,raw_median_utility_se,raw_mean_utility_n,raw_mean_utility_mean,raw_mean_utility_std,raw_mean_utility_se,refnorm_max_score_n,refnorm_max_score_mean,refnorm_max_score_std,refnorm_max_score_se,refnorm_median_score_n,refnorm_median_score_mean,refnorm_median_score_std,refnorm_median_score_se,refnorm_mean_score_n,refnorm_mean_score_mean,refnorm_mean_score_std,refnorm_mean_score_se,raw_min_loss_n,raw_min_loss_mean,raw_min_loss_std,raw_min_loss_se,raw_median_loss_n,raw_median_loss_mean,raw_median_loss_std,raw_median_loss_se,raw_mean_loss_n,raw_mean_loss_mean,raw_mean_loss_std,raw_mean_loss_se,method_seconds_n,method_seconds_mean,method_seconds_std,method_seconds_se,evaluation_seconds_n,evaluation_seconds_mean,evaluation_seconds_std,evaluation_seconds_se,total_seconds_n,total_seconds_mean,total_seconds_std,total_seconds_se,unique_candidate_count_n,unique_candidate_count_mean,unique_candidate_count_std,unique_candidate_count_se,unique_candidate_fraction_n,unique_candidate_fraction_mean,unique_candidate_fraction_std,unique_candidate_fraction_se,candidate_diversity_n,candidate_diversity_mean,candidate_diversity_std,candidate_diversity_se,candidate_novelty_n,candidate_novelty_mean,candidate_novelty_std,candidate_novelty_se,mean_mixture_entropy_n,mean_mixture_entropy_mean,mean_mixture_entropy_std,mean_mixture_entropy_se,mean_active_domain_count_n,mean_active_domain_count_mean,mean_active_domain_count_std,mean_active_domain_count_se,task_rank
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,best_logged,best_logged,Best Logged,Best Logged,reference,native_baseline,[],,,{},{},9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8654452474593534,1.18687833744435e-16,4.1962486042515756e-17,8,-0.927756813090102,1.18687833744435e-16,4.1962486042515756e-17,8,-0.938189364460732,1.18687833744435e-16,4.1962486042515756e-17,8,0.983934220688422,0.0,0.0,8,0.9617611342339516,2.3737566748887e-16,8.392497208503151e-17,8,0.9580487918920424,0.0,0.0,8,0.8654452474593534,1.18687833744435e-16,4.1962486042515756e-17,8,0.927756813090102,1.18687833744435e-16,4.1962486042515756e-17,8,0.938189364460732,1.18687833744435e-16,4.1962486042515756e-17,8,0.004047489875006213,7.116053499421782e-05,2.515904842363702e-05,8,0.23997797062509102,0.0018923764406071004,0.0006690561068554712,8,0.2562212082500537,0.0021969657545313796,0.0007767446915318792,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.4791852094031928,0.0,0.0,8,1.4612005657755816e-08,0.0,0.0,8,1.24503493309021,0.0,0.0,8,4.828125,0.0,0.0,18.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,random_search,random_search,Random Search,Random Search,reference,native_baseline,[],,,{},{},9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8348491522902758,0.009647176992045876,0.0034107921351912394,8,-0.9041454215821221,0.005413052383556529,0.0019138030236654129,8,-0.9094456520975374,0.005222411092630504,0.0018464011488714379,8,0.9948216034156246,0.003432872971830069,0.0012137038786665289,8,0.9701630644361103,0.0019261926300235051,0.0006810119352805855,8,0.968277018591213,0.0018583544079742668,0.0006570275018632579,8,0.8348491522902758,0.009647176992045876,0.0034107921351912394,8,0.9041454215821221,0.005413052383556529,0.0019138030236654129,8,0.9094456520975374,0.005222411092630504,0.0018464011488714379,8,0.001204456124924,9.759559455932937e-05,3.450525336341736e-05,8,0.23876116099995667,0.0024169965726091366,0.0008545373332982819,8,0.25300260899996374,0.0026652625846606674,0.0009423126236281713,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.4854471420471531,0.008300447837290111,0.0029346514763165248,8,0.11526971323012174,0.005400219642068193,0.0019092659644016048,8,1.2813959866762161,0.007615721936846387,0.002692564312587614,8,4.791015625,0.021998218018333734,0.007777544567391939,6.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,sobol,sobol,Sobol,Sobol,reference,native_baseline,[],,,{},{},9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8460098814140853,0.006649874402254122,0.002351085641936364,8,-0.9018068577488864,0.0010121689539633323,0.00035785576552698335,8,-0.9030907863579543,0.00042129803683968404,0.00014895134937496025,8,0.9908501446783555,0.00236630613498487,0.0008366155572055656,8,0.9709952242049872,0.0003601724574816852,0.00012734019354096153,8,0.9705383481858717,0.0001499156328265686,5.300318028876962e-05,8,0.8460098814140853,0.006649874402254122,0.002351085641936364,8,0.9018068577488864,0.0010121689539633323,0.00035785576552698335,8,0.9030907863579543,0.00042129803683968404,0.00014895134937496025,8,0.002038439624925525,5.161225036786446e-05,1.824768611370742e-05,8,0.2400949546251922,0.003813372241895711,0.0013482306857165022,8,0.25443120700003874,0.00407911184165968,0.0014421838222279531,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.33885072081345263,0.0014839879122095154,0.0005246689579611076,8,0.11793898608357828,0.001816133571107865,0.000642100181835456,8,1.4317685216665268,0.0011592160639733308,0.0004098447698479604,8,4.900390625,0.010849454294209587,0.0038358613518045532,8.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,offline_mlp,offline_mlp,Offline MLP,Offline MLP,forward_surrogate,multi_fidelity_adaptation,"[""pytorch"",""model_scale_and_training_step_context""]",,,"{""batch_size"":64,""epochs"":200,""hidden_size"":128,""learning_rate"":0.001,""minimum_std"":1e-06,""particle_learning_rate"":0.05,""particle_steps"":200}","{""batch_size"":64,""epochs"":200,""hidden_size"":128,""learning_rate"":0.001,""minimum_std"":1e-06,""particle_learning_rate"":0.05,""particle_steps"":200}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8230733799141134,0.014658447744097141,0.005182543900759869,8,-0.8425388206218749,0.010714286069337813,0.0037880721676006633,8,-0.8401336270574001,0.010277829170581286,0.003633761351197468,8,0.9990119205152157,0.005216094730218365,0.0018441679775244104,8,0.9920852946903209,0.003812595445300836,0.0013479560466465828,8,0.9929411641313308,0.0036572856492490687,0.0012930457416601307,8,0.8230733799141134,0.014658447744097141,0.005182543900759869,8,0.8425388206218749,0.010714286069337813,0.0037880721676006633,8,0.8401336270574001,0.010277829170581286,0.003633761351197468,8,2.9205729977497867,0.04327964268163833,0.015301664413758598,8,0.24157455562487937,0.00573732118437947,0.0020284493576599788,8,3.1778020547501455,0.047943611740788775,0.01695062648824336,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.07082696064587143,0.06632422324246313,0.023449154005838052,8,0.26928166861548797,0.06682770360946379,0.02362716119668828,8,0.6661847867071629,0.20224401221301547,0.07150405624509908,8,2.4990234375,0.378481732459105,0.13381349978853288,2.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,standard_ga,standard_ga,Standard GA adaptation,Standard GA adaptation,forward_surrogate,multi_fidelity_adaptation,"[""tensorflow_to_pytorch"",""model_scale_and_training_step_context"",""generic_simplex_and_box_spaces"",""shared_config_due_unpublished_llm_dm_hyperparameters""]",https://github.com/brandontrabucco/design-baselines/tree/master/design_baselines/gradient_ascent,785dbcfa58107bfcc426257a1c2e69d7f71c3c27,"{""batch_size"":64,""hidden_size"":128,""initial_max_std"":0.2,""initial_min_std"":0.1,""minimum_std"":1e-06,""num_layers"":2,""solver_learning_rate"":0.01,""solver_steps"":200,""surrogate_epochs"":200,""surrogate_learning_rate"":0.0003}","{""batch_size"":64,""hidden_size"":128,""initial_max_std"":0.2,""initial_min_std"":0.1,""minimum_std"":1e-06,""num_layers"":2,""solver_learning_rate"":0.01,""solver_steps"":200,""surrogate_epochs"":200,""surrogate_learning_rate"":0.0003}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8292047651513963,0.014708191672782605,0.005200131035408045,8,-0.8642053219832453,0.02798288088164942,0.00989344241427485,8,-0.8842501809962071,0.017186090814627575,0.006076200678555497,8,0.9968301147208054,0.005233795720719247,0.0018504262227328565,8,0.9843754385345883,0.009957490728298738,0.0035205046087911055,8,0.9772426312080018,0.006115536876497206,0.0021621687979837857,8,0.8292047651513963,0.014708191672782605,0.005200131035408045,8,0.8642053219832453,0.02798288088164942,0.00989344241427485,8,0.8842501809962071,0.017186090814627575,0.006076200678555497,8,3.2930367322499023,0.04489979485391581,0.01587447470754436,8,0.2400564166251797,0.0025153446604795834,0.0008893086332232437,8,3.5479125379999914,0.04559090607637807,0.016118819423522952,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.5054497300688725,0.07503373511439024,0.02652843145857025,8,0.1498529287712268,0.04048310405967883,0.014312938702039776,8,1.0249385014176369,0.17400552317531895,0.061520242700590484,8,4.7744140625,0.09191256482713708,0.03249599893275839,3.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,coms,coms,COMs adaptation,COMs adaptation,forward_surrogate,lightweight_adaptation,"[""compact_pytorch_reimplementation"",""model_scale_and_training_step_context"",""generic_simplex_and_box_spaces""]",https://github.com/brandontrabucco/design-baselines,,"{""adversarial_steps"":20,""alpha"":0.1,""alpha_learning_rate"":0.01,""batch_size"":64,""epochs"":200,""hidden_size"":128,""learning_rate"":0.001,""minimum_std"":1e-06,""overestimation_limit"":0.5,""particle_learning_rate"":0.05,""particle_steps"":200}","{""adversarial_steps"":20,""alpha"":0.1,""alpha_learning_rate"":0.01,""batch_size"":64,""epochs"":200,""hidden_size"":128,""learning_rate"":0.001,""minimum_std"":1e-06,""overestimation_limit"":0.5,""particle_learning_rate"":0.05,""particle_steps"":200}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8412890634651917,0.008592687640018928,0.0030379738494376077,8,-0.8442225132360822,0.007527600242849094,0.002661408588890048,8,-0.8446073233557715,0.007658387308014865,0.00270764879922515,8,0.9925300110636254,0.0030576411295366182,0.0010810393885651187,8,0.991486165756235,0.0026786380552283255,0.0009470415665981473,8,0.9913492340652069,0.0027251776161219847,0.0009634957861488227,8,0.8412890634651917,0.008592687640018928,0.0030379738494376077,8,0.8442225132360822,0.007527600242849094,0.002661408588890048,8,0.8446073233557715,0.007658387308014865,0.00270764879922515,8,16.359502500499843,0.19465512169422364,0.06882097827133908,8,0.2467476138751863,0.006566658854314711,0.0023216645028123085,8,16.621296996750175,0.19788926283903954,0.06996441983874596,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.026078118861228575,0.019964675774771484,0.007058578812265853,8,0.23399764693305164,0.07204995706164642,0.025473506611244878,8,0.8377154767513275,0.17376588417302727,0.06143551751881187,8,2.89453125,0.33561290381234915,0.11865708006971029,7.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,bdi,bdi,BDI adaptation,BDI adaptation,forward_surrogate,lightweight_adaptation,"[""pytorch"",""rbf_kernel_replaces_infinite_width_ntk"",""model_scale_and_training_step_context"",""generic_simplex_and_box_spaces""]",https://github.com/GGchen1997/BDI,,"{""distillation_weight"":1.0,""forward_weight"":1.0,""gamma"":0.0,""label"":2.0,""learning_rate"":0.05,""lengthscale"":null,""minimum_std"":1e-06,""ridge"":0.001,""steps"":200}","{""distillation_weight"":1.0,""forward_weight"":1.0,""gamma"":0.0,""label"":2.0,""learning_rate"":0.05,""lengthscale"":null,""minimum_std"":1e-06,""ridge"":0.001,""steps"":200}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.831806070349709,2.3737566748887e-16,8.392497208503151e-17,8,-0.8404029472548976,0.0,0.0,8,-0.8558041470585371,1.18687833744435e-16,4.1962486042515756e-17,8,0.995904460478727,2.3737566748887e-16,8.392497208503151e-17,8,0.9928453286317312,1.18687833744435e-16,4.1962486042515756e-17,8,0.9873649313524796,1.18687833744435e-16,4.1962486042515756e-17,8,0.831806070349709,2.3737566748887e-16,8.392497208503151e-17,8,0.8404029472548976,0.0,0.0,8,0.8558041470585371,1.18687833744435e-16,4.1962486042515756e-17,8,1.7619057577499007,0.015560097843987472,0.005501325350704859,8,0.23827890399979873,0.0028953016837519377,0.001023643727080912,8,2.015081223374864,0.015826842772269395,0.0055956339245224924,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.4428487502340559,0.0,0.0,8,0.1975997523762474,0.0,0.0,8,0.900460101108113,1.18687833744435e-16,4.1962486042515756e-17,8,2.7578125,0.0,0.0,4.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,ga_on_gp,ga_on_gp,GA on GP adaptation,GA on GP adaptation,forward_surrogate,multi_fidelity_adaptation,"[""gpytorch_exact_gp"",""paper_baseline_code_not_public"",""model_scale_and_training_step_context"",""generic_simplex_and_box_spaces"",""shared_config_due_unpublished_llm_dm_hyperparameters""]",https://github.com/cuong-dm/ROOT/tree/main/gaussian_process,d23f14fe30d53f1fc4423ce006056672d0353906,"{""gp_learning_rate"":0.05,""gp_training_steps"":200,""initial_lengthscale"":1.0,""initial_noise"":0.01,""initial_output_scale"":1.0,""jitter"":1e-05,""minimum_std"":1e-06,""random_start_fraction"":0.25,""solver_learning_rate"":0.01,""solver_steps"":200}","{""gp_learning_rate"":0.05,""gp_training_steps"":200,""initial_lengthscale"":1.0,""initial_noise"":0.01,""initial_output_scale"":1.0,""jitter"":1e-05,""minimum_std"":1e-06,""random_start_fraction"":0.25,""solver_learning_rate"":0.01,""solver_steps"":200}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8628454587531131,0.01768076531754957,0.006251094526303611,8,-0.9174481100909735,0.0007319766612481348,0.00025879283041942223,8,-0.9243060530083526,0.0011021472104506913,0.00038966788318776035,8,0.9848593352985799,0.006291562954627005,0.0022244034147394127,8,0.9654294060951925,0.0002604682072777728,9.20894178248082e-05,8,0.9629890603958406,0.0003921905209009178,0.00013866028842306167,8,0.8628454587531131,0.01768076531754957,0.006251094526303611,8,0.9174481100909735,0.0007319766612481348,0.00025879283041942223,8,0.9243060530083526,0.0011021472104506913,0.00038966788318776035,8,2.881051159875028,0.025226709269636275,0.008918988595790673,8,0.23889180200001187,0.003043772695451918,0.0010761361566722536,8,3.135132881249774,0.024350319107139005,0.008609137882357173,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.43926088308085043,0.009403772600297879,0.0033247356872034414,8,0.08088884766834473,0.001101974097585909,0.0003896066785474612,8,1.3108801249099915,0.009360028642740664,0.0033092698626911196,8,4.8447265625,0.013491314066670293,0.0047698998318300104,15.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,bo_qei,bo_qei,BO-qEI adaptation,BO-qEI adaptation,standard,multi_fidelity_adaptation,"[""gpytorch_exact_gp"",""native_pytorch_joint_qei"",""model_scale_and_training_step_context"",""generic_simplex_and_box_spaces"",""shared_config_due_unpublished_llm_dm_hyperparameters""]",https://botorch.org/docs/v0.17.0/acquisition/,botorch-v0.17.0-formulation,"{""acquisition_learning_rate"":0.05,""acquisition_steps"":200,""gp_learning_rate"":0.05,""gp_training_steps"":200,""initial_lengthscale"":1.0,""initial_noise"":0.01,""initial_output_scale"":1.0,""jitter"":1e-05,""mc_samples"":128,""minimum_std"":1e-06,""random_start_fraction"":0.25}","{""acquisition_learning_rate"":0.05,""acquisition_steps"":200,""gp_learning_rate"":0.05,""gp_training_steps"":200,""initial_lengthscale"":1.0,""initial_noise"":0.01,""initial_output_scale"":1.0,""jitter"":1e-05,""mc_samples"":128,""minimum_std"":1e-06,""random_start_fraction"":0.25}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.807426499053373,0.000525097494670067,0.0001856499996326357,8,-0.9113072048559813,0.007334707877368936,0.002593210839054981,8,-0.9220121022171056,0.009046784891978963,0.003198521472527166,8,1.0045797414896382,0.00018685186334979227,6.606210982599012e-05,8,0.9676145995068148,0.0026099988057904887,0.0009227739272316226,8,0.9638053449603794,0.003219228108206304,0.001138169012749509,8,0.807426499053373,0.000525097494670067,0.0001856499996326357,8,0.9113072048559813,0.007334707877368936,0.002593210839054981,8,0.9220121022171056,0.009046784891978963,0.003198521472527166,8,4.653770921875207,0.04795272307521384,0.01695384783142217,8,0.2355713022500367,0.0024380044987770146,0.0008619647568242684,8,4.90591422562477,0.0466749939980345,0.0165021023839258,8,128.0,0.0,0.0,8,1.0,0.0,0.0,8,0.7329933546024111,0.03133899083215772,0.011080006466480883,8,0.14026615434729106,0.011661274546953202,0.004122883154714347,8,0.9011370802278073,0.04808338688190844,0.01700004446330687,8,3.7958984375,0.11462507272109783,0.04052608310754471,1.0
llmdm_forward_gpytorch_v2_formal,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,cma_es,cma_es,CMA-ES adaptation,CMA-ES adaptation,standard,multi_fidelity_adaptation,"[""tensorflow_and_pycma_to_pytorch"",""model_scale_and_training_step_context"",""generic_simplex_and_box_spaces"",""shared_config_due_unpublished_llm_dm_hyperparameters""]",https://github.com/brandontrabucco/design-baselines/tree/master/design_baselines/cma_es,785dbcfa58107bfcc426257a1c2e69d7f71c3c27,"{""batch_size"":64,""covariance_epsilon"":1e-06,""ensemble_size"":5,""generations"":100,""hidden_size"":128,""initial_max_std"":0.2,""initial_min_std"":0.1,""minimum_std"":1e-06,""num_layers"":1,""population_size"":16,""sigma"":0.5,""surrogate_epochs"":200,""surrogate_learning_rate"":0.001}","{""batch_size"":64,""covariance_epsilon"":1e-06,""ensemble_size"":5,""generations"":100,""hidden_size"":128,""initial_max_std"":0.2,""initial_min_std"":0.1,""minimum_std"":1e-06,""num_layers"":1,""population_size"":16,""sigma"":0.5,""surrogate_epochs"":200,""surrogate_learning_rate"":0.001}",9d70e1458239142353e34cc596ba2b8b8764871d,llmdm_a27d497d18b2a476cbcc5d09651ba6e98a6618c78e1d22569c02b0de8858f8bc_full_logged,formal,"[38,39,40,41,42,43,44,45]",8,8,8,0,0,True,True,1,False,128,8,-0.8536593627057659,0.009399112350393573,0.003323088040048762,8,-0.8677517024892869,0.016868591798479188,0.005963947824886206,8,-0.8668922112979549,0.015567815200467343,0.005504053848254735,8,0.9881281361989442,0.003344601096617542,0.0011824950578911135,8,0.9831134865877076,0.006002557318641331,0.0021222244922361124,8,0.9834193298496983,0.005539686073572887,0.001958574794134034,8,0.8536593627057659,0.009399112350393573,0.003323088040048762,8,0.8677517024892869,0.016868591798479188,0.005963947824886206,8,0.8668922112979549,0.015567815200467343,0.005504053848254735,8,7.6139418675001025,0.08125526057672645,0.028728072880441605,8,0.23924815662508075,0.001732856981720974,0.0006126574613006769,8,7.867343308249929,0.08127145230046796,0.028733797519269966,8,127.875,0.3535533905932738,0.125,8,0.9990234375,0.0027621358640099515,0.0009765625,8,0.09574184498890982,0.0865486310431636,0.030599561956516756,8,0.2720683945879653,0.060432511805171736,0.021366119450786508,8,0.7581685483455658,0.1402627304424398,0.049590363921794986,8,2.3544921875,0.41819946277685804,0.14785583800904373,10.0
